Wm82.a4.v1 Gene,Corresponding Gene,Assembly
Glyma.16g074800,Glyma16g08120,Glyma 1.1
Glyma.16g074800,Glyma.16g074800,Glyma2.0
Glyma.16g075000,Glyma16g08150,Glyma 1.1
Glyma.16g075000,Glyma.16g075000,Glyma2.0
Glyma.16g075100,Glyma16g08160,Glyma 1.1
Glyma.16g075100,Glyma.16g075100,Glyma2.0
Glyma.16g075200,Glyma16g08170,Glyma 1.1
Glyma.16g075200,Glyma.16g075200,Glyma2.0
Glyma.16g075300,Glyma16g08181,Glyma 1.1
Glyma.16g075300,Glyma.16g075300,Glyma2.0
Glyma.16g075400,Glyma16g08200,Glyma 1.1
Glyma.16g075400,Glyma.16g075400,Glyma2.0
Glyma.16g075500,Glyma16g08210,Glyma 1.1
Glyma.16g075500,Glyma.16g075500,Glyma2.0
Glyma.16g075600,Glyma16g08216,Glyma 1.1
Glyma.16g075600,Glyma.16g075600,Glyma2.0
Glyma.16g075700,Glyma16g08230,Glyma 1.1
Glyma.16g075700,Glyma.16g075700,Glyma2.0
Glyma.16g075800,Glyma16g08240,Glyma 1.1
Glyma.16g075800,Glyma.16g075800,Glyma2.0
Glyma.16g075900,Glyma16g08250,Glyma 1.1
Glyma.16g075900,Glyma.16g075900,Glyma2.0
Glyma.16g076000,Glyma16g08261,Glyma 1.1
Glyma.16g076000,Glyma.16g076000,Glyma2.0
Glyma.16g076100,Glyma16g08270,Glyma 1.1
Glyma.16g076100,Glyma.16g076100,Glyma2.0
Glyma.16g076300,Glyma16g08300,Glyma 1.1
Glyma.16g076300,Glyma.16g076300,Glyma2.0
Glyma.16g076400,Glyma16g08311,Glyma 1.1
Glyma.16g076400,Glyma.16g076400,Glyma2.0
Glyma.16g076500,Glyma16g08320,Glyma 1.1
Glyma.16g076500,Glyma.16g076500,Glyma2.0
Glyma.16g076600,Glyma16g08340,Glyma 1.1
Glyma.16g076600,Glyma.16g076600,Glyma2.0
Glyma.16g076700,Glyma16g08350,Glyma 1.1
Glyma.16g076700,Glyma.16g076700,Glyma2.0
Glyma.16g076800,Glyma16g08360,Glyma 1.1
Glyma.16g076800,Glyma.16g076800,Glyma2.0
Glyma.16g076900,Glyma16g08370,Glyma 1.1
Glyma.16g076900,Glyma.16g076900,Glyma2.0
Glyma.16g077000,Glyma16g08380,Glyma 1.1
Glyma.16g077000,Glyma.16g077000,Glyma2.0
Glyma.16g077100,Glyma16g08390,Glyma 1.1
Glyma.16g077100,Glyma.16g077100,Glyma2.0
Glyma.16g077200,Glyma16g08400,Glyma 1.1
Glyma.16g077200,Glyma.16g077200,Glyma2.0
Glyma.16g077300,Glyma16g08410,Glyma 1.1
Glyma.16g077300,Glyma.16g077300,Glyma2.0
Glyma.16g077400,Glyma16g08420,Glyma 1.1
Glyma.16g077400,Glyma.16g077400,Glyma2.0
Glyma.16g077500,Glyma16g08430,Glyma 1.1
Glyma.16g077500,Glyma.16g077500,Glyma2.0
Glyma.16g077600,Glyma16g08440,Glyma 1.1
Glyma.16g077600,Glyma.16g077600,Glyma2.0
Glyma.16g077800,Glyma16g08460,Glyma 1.1
Glyma.16g077800,Glyma.16g077800,Glyma2.0
Glyma.16g077900,Glyma16g08470,Glyma 1.1
Glyma.16g077900,Glyma.16g077900,Glyma2.0
Glyma.16g078100,Glyma16g08480,Glyma 1.1
Glyma.16g078100,Glyma.16g078100,Glyma2.0
Glyma.16g078200,Glyma16g08490,Glyma 1.1
Glyma.16g078200,Glyma.16g078200,Glyma2.0
Glyma.16g078300,Glyma16g08500,Glyma 1.1
Glyma.16g078300,Glyma.16g078300,Glyma2.0
Glyma.16g078400,Glyma16g08510,Glyma 1.1
Glyma.16g078400,Glyma.16g078400,Glyma2.0
Glyma.16g078500,Glyma16g08520,Glyma 1.1
Glyma.16g078500,Glyma.16g078500,Glyma2.0
Glyma.16g078700,Glyma16g08530,Glyma 1.1
Glyma.16g078700,Glyma.16g078700,Glyma2.0
Glyma.16g078800,Glyma16g08560,Glyma 1.1
Glyma.16g078800,Glyma.16g078800,Glyma2.0
Glyma.16g078900,Glyma16g08570,Glyma 1.1
Glyma.16g078900,Glyma.16g078900,Glyma2.0
Glyma.16g079100,Glyma16g08590,Glyma 1.1
Glyma.16g079100,Glyma.16g079100,Glyma2.0
Glyma.16g079200,Glyma16g08615,Glyma 1.1
Glyma.16g079200,Glyma.16g079200,Glyma2.0
Glyma.16g079300,Glyma16g08640,Glyma 1.1
Glyma.16g079300,Glyma.16g079300,Glyma2.0
Glyma.16g079500,Glyma16g08670,Glyma 1.1
Glyma.16g079500,Glyma.16g079500,Glyma2.0
Glyma.16g079600,Glyma16g08683,Glyma 1.1
Glyma.16g079600,Glyma.16g079600,Glyma2.0
Glyma.16g079800,Glyma16g08810,Glyma 1.1
Glyma.16g079800,Glyma.16g079800,Glyma2.0
Glyma.16g079900,Glyma16g08860,Glyma 1.1
Glyma.16g079900,Glyma.16g079900,Glyma2.0
Glyma.16g080000,Glyma16g08881,Glyma 1.1
Glyma.16g080000,Glyma.16g080000,Glyma2.0
Glyma.16g080100,Glyma16g08900,Glyma 1.1
Glyma.16g080100,Glyma.16g080100,Glyma2.0
Glyma.16g080700,Glyma16g08930,Glyma 1.1
Glyma.16g080700,Glyma.16g080700,Glyma2.0
Glyma.16g080800,Glyma16g08940,Glyma 1.1
Glyma.16g080800,Glyma.16g080800,Glyma2.0
Glyma.16g080900,Glyma16g08960,Glyma 1.1
Glyma.16g080900,Glyma.16g080900,Glyma2.0
Glyma.16g081200,Glyma16g08990,Glyma 1.1
Glyma.16g081200,Glyma.16g081200,Glyma2.0
Glyma.16g081400,Glyma16g09020,Glyma 1.1
Glyma.16g081400,Glyma.16g081400,Glyma2.0
Glyma.16g081600,Glyma16g09044,Glyma 1.1
Glyma.16g081600,Glyma.16g081600,Glyma2.0
Glyma.16g082000,Glyma16g09107,Glyma 1.1
Glyma.16g082000,Glyma.16g082000,Glyma2.0
Glyma.16g082100,Glyma16g09120,Glyma 1.1
Glyma.16g082100,Glyma.16g082100,Glyma2.0
Glyma.16g082200,Glyma16g09170,Glyma 1.1
Glyma.16g082200,Glyma.16g082200,Glyma2.0
Glyma.16g082300,Glyma16g09210,Glyma 1.1
Glyma.16g082300,Glyma.16g082300,Glyma2.0
Glyma.16g082400,Glyma16g09225,Glyma 1.1
Glyma.16g082400,Glyma.16g082400,Glyma2.0
Glyma.16g082600,Glyma16g09270,Glyma 1.1
Glyma.16g082600,Glyma.16g082600,Glyma2.0
Glyma.16g082700,Glyma16g09320,Glyma 1.1
Glyma.16g082700,Glyma.16g082700,Glyma2.0
Glyma.16g082800,Glyma16g09330,Glyma 1.1
Glyma.16g082800,Glyma.16g082800,Glyma2.0
Glyma.16g082900,Glyma16g09341,Glyma 1.1
Glyma.16g082900,Glyma.16g082900,Glyma2.0
Glyma.16g083100,Glyma16g09360,Glyma 1.1
Glyma.16g083100,Glyma.16g083100,Glyma2.0
Glyma.16g083300,Glyma16g09430,Glyma 1.1
Glyma.16g083300,Glyma.16g083300,Glyma2.0
Glyma.16g083500,Glyma16g09450,Glyma 1.1
Glyma.16g083500,Glyma.16g083500,Glyma2.0
Glyma.16g083600,Glyma16g09471,Glyma 1.1
Glyma.16g083600,Glyma.16g083600,Glyma2.0
Glyma.16g083700,Glyma16g09490,Glyma 1.1
Glyma.16g083700,Glyma.16g083700,Glyma2.0
Glyma.16g083800,Glyma16g09690,Glyma 1.1
Glyma.16g083800,Glyma.16g083800,Glyma2.0
Glyma.16g084100,Glyma16g09730,Glyma 1.1
Glyma.16g084100,Glyma.16g084100,Glyma2.0
Glyma.16g084200,Glyma16g09740,Glyma 1.1
Glyma.16g084200,Glyma.16g084200,Glyma2.0
Glyma.16g084300,Glyma16g09760,Glyma 1.1
Glyma.16g084300,Glyma.16g084300,Glyma2.0
Glyma.16g084700,Glyma16g09850,Glyma 1.1
Glyma.16g084700,Glyma.16g084700,Glyma2.0
Glyma.16g084800,Glyma16g09890,Glyma 1.1
Glyma.16g084800,Glyma.16g084800,Glyma2.0
Glyma.16g085300,Glyma0220s00210,Glyma 1.1
Glyma.16g085300,Glyma.16g085300,Glyma2.0
Glyma.16g085500,Glyma16g09990,Glyma 1.1
Glyma.16g085500,Glyma.16g085500,Glyma2.0
Glyma.16g085600,Glyma16g10000,Glyma 1.1
Glyma.16g085600,Glyma.16g085600,Glyma2.0
Glyma.16g085700,Glyma16g10020,Glyma 1.1
Glyma.16g085700,Glyma.16g085700,Glyma2.0
Glyma.16g085900,Glyma16g10080,Glyma 1.1
Glyma.16g085900,Glyma.16g085900,Glyma2.0
Glyma.16g086100,Glyma16g10175,Glyma 1.1
Glyma.16g086100,Glyma.16g086100,Glyma2.0
Glyma.16g086500,Glyma16g10270,Glyma 1.1
Glyma.16g086500,Glyma.16g086500,Glyma2.0
Glyma.16g086700,Glyma16g10287,Glyma 1.1
Glyma.16g086700,Glyma.16g086700,Glyma2.0
Glyma.16g086800,Glyma16g10304,Glyma 1.1
Glyma.16g086800,Glyma.16g086800,Glyma2.0
Glyma.16g087100,Glyma16g10340,Glyma 1.1
Glyma.16g087100,Glyma.16g087100,Glyma2.0
Glyma.16g087200,Glyma16g10360,Glyma 1.1
Glyma.16g087200,Glyma.16g087200,Glyma2.0
Glyma.16g087300,Glyma16g10620,Glyma 1.1
Glyma.16g087300,Glyma.16g087300,Glyma2.0
Glyma.16g087600,Glyma16g10680,Glyma 1.1
Glyma.16g087600,Glyma.16g087600,Glyma2.0
Glyma.16g087700,Glyma16g10700,Glyma 1.1
Glyma.16g087700,Glyma.16g087700,Glyma2.0
Glyma.16g088000,Glyma16g10730,Glyma 1.1
Glyma.16g088000,Glyma.16g088000,Glyma2.0
Glyma.16g088200,Glyma16g10750,Glyma 1.1
Glyma.16g088200,Glyma.16g088200,Glyma2.0
Glyma.16g088300,Glyma16g10760,Glyma 1.1
Glyma.16g088300,Glyma.16g088300,Glyma2.0
Glyma.16g088400,Glyma16g10780,Glyma 1.1
Glyma.16g088400,Glyma.16g088400,Glyma2.0
Glyma.16g088700,Glyma16g10820,Glyma 1.1
Glyma.16g088700,Glyma.16g088700,Glyma2.0
Glyma.16g088900,Glyma16g10851,Glyma 1.1
Glyma.16g088900,Glyma.16g088900,Glyma2.0
Glyma.16g089000,Glyma16g10880,Glyma 1.1
Glyma.16g089000,Glyma.16g089000,Glyma2.0
Glyma.16g089300,Glyma16g11090,Glyma 1.1
Glyma.16g089300,Glyma.16g089300,Glyma2.0
Glyma.16g089400,Glyma16g11160,Glyma 1.1
Glyma.16g089400,Glyma.16g089400,Glyma2.0
Glyma.16g089700,Glyma16g11370,Glyma 1.1
Glyma.16g089700,Glyma.16g089700,Glyma2.0
Glyma.16g089900,Glyma16g11580,Glyma 1.1
Glyma.16g089900,Glyma.16g089900,Glyma2.0
Glyma.16g090000,Glyma16g11800,Glyma 1.1
Glyma.16g090000,Glyma.16g090000,Glyma2.0
Glyma.16g090300,Glyma16g12950,Glyma 1.1
Glyma.16g090300,Glyma.16g090300,Glyma2.0
Glyma.16g090500,Glyma16g12800,Glyma 1.1
Glyma.16g090500,Glyma.16g090500,Glyma2.0
Glyma.16g090600,Glyma16g12373,Glyma 1.1
Glyma.16g090600,Glyma.16g090600,Glyma2.0
Glyma.16g090700,Glyma16g12160,Glyma 1.1
Glyma.16g090700,Glyma.16g090700,Glyma2.0
Glyma.16g090800,Glyma16g12146,Glyma 1.1
Glyma.16g090800,Glyma.16g090800,Glyma2.0
Glyma.16g090900,Glyma16g12132,Glyma 1.1
Glyma.16g090900,Glyma.16g090900,Glyma2.0
Glyma.16g091100,Glyma16g12090,Glyma 1.1
Glyma.16g091100,Glyma.16g091100,Glyma2.0
Glyma.16g091200,Glyma16g12080,Glyma 1.1
Glyma.16g091200,Glyma.16g091200,Glyma2.0
Glyma.16g091300,Glyma16g13070,Glyma 1.1
Glyma.16g091300,Glyma.16g091300,Glyma2.0
Glyma.16g091400,Glyma16g13080,Glyma 1.1
Glyma.16g091400,Glyma.16g091400,Glyma2.0
Glyma.16g091600,Glyma16g13330,Glyma 1.1
Glyma.16g091600,Glyma.16g091600,Glyma2.0
Glyma.16g091700,Glyma16g13365,Glyma 1.1
Glyma.16g091700,Glyma.16g091700,Glyma2.0
Glyma.16g091800,Glyma16g13400,Glyma 1.1
Glyma.16g091800,Glyma.16g091800,Glyma2.0
Glyma.16g091900,Glyma16g13410,Glyma 1.1
Glyma.16g091900,Glyma.16g091900,Glyma2.0
Glyma.16g092200,Glyma16g13470,Glyma 1.1
Glyma.16g092200,Glyma.16g092200,Glyma2.0
Glyma.16g092300,Glyma16g13493,Glyma 1.1
Glyma.16g092300,Glyma.16g092300,Glyma2.0
Glyma.16g092400,Glyma16g13516,Glyma 1.1
Glyma.16g092400,Glyma.16g092400,Glyma2.0
Glyma.16g092500,Glyma16g13540,Glyma 1.1
Glyma.16g092500,Glyma.16g092500,Glyma2.0
Glyma.16g092600,Glyma16g13560,Glyma 1.1
Glyma.16g092600,Glyma.16g092600,Glyma2.0
Glyma.16g092700,Glyma16g13570,Glyma 1.1
Glyma.16g092700,Glyma.16g092700,Glyma2.0
Glyma.16g092800,Glyma16g13580,Glyma 1.1
Glyma.16g092800,Glyma.16g092800,Glyma2.0
Glyma.16g092900,Glyma16g13601,Glyma 1.1
Glyma.16g092900,Glyma.16g092900,Glyma2.0
Glyma.16g093400,Glyma16g13820,Glyma 1.1
Glyma.16g093400,Glyma.16g093400,Glyma2.0
Glyma.16g093500,Glyma16g14030,Glyma 1.1
Glyma.16g093500,Glyma.16g093500,Glyma2.0
Glyma.16g093600,Glyma16g14040,Glyma 1.1
Glyma.16g093600,Glyma.16g093600,Glyma2.0
Glyma.16g093800,Glyma16g14060,Glyma 1.1
Glyma.16g093800,Glyma.16g093800,Glyma2.0
Glyma.16g093900,Glyma16g14080,Glyma 1.1
Glyma.16g093900,Glyma.16g093900,Glyma2.0
Glyma.16g094000,Glyma16g14385,Glyma 1.1
Glyma.16g094000,Glyma.16g094000,Glyma2.0
Glyma.16g094100,Glyma16g14690,Glyma 1.1
Glyma.16g094100,Glyma.16g094100,Glyma2.0
Glyma.16g094200,Glyma16g14700,Glyma 1.1
Glyma.16g094200,Glyma.16g094200,Glyma2.0
Glyma.16g094300,Glyma16g14720,Glyma 1.1
Glyma.16g094300,Glyma.16g094300,Glyma2.0
Glyma.16g094400,Glyma16g14740,Glyma 1.1
Glyma.16g094400,Glyma.16g094400,Glyma2.0
Glyma.16g094500,Glyma16g14953,Glyma 1.1
Glyma.16g094500,Glyma.16g094500,Glyma2.0
Glyma.16g094600,Glyma16g15166,Glyma 1.1
Glyma.16g094600,Glyma.16g094600,Glyma2.0
Glyma.16g094800,Glyma16g15380,Glyma 1.1
Glyma.16g094800,Glyma.16g094800,Glyma2.0
Glyma.16g094900,Glyma16g15580,Glyma 1.1
Glyma.16g094900,Glyma.16g094900,Glyma2.0
Glyma.16g095000,Glyma16g15790,Glyma 1.1
Glyma.16g095000,Glyma.16g095000,Glyma2.0
Glyma.16g095100,Glyma16g15800,Glyma 1.1
Glyma.16g095100,Glyma.16g095100,Glyma2.0
Glyma.16g095200,Glyma16g15810,Glyma 1.1
Glyma.16g095200,Glyma.16g095200,Glyma2.0
Glyma.16g095500,Glyma16g15820,Glyma 1.1
Glyma.16g095500,Glyma.16g095500,Glyma2.0
Glyma.16g095700,Glyma16g16060,Glyma 1.1
Glyma.16g095700,Glyma.16g095700,Glyma2.0
Glyma.16g095800,Glyma16g16280,Glyma 1.1
Glyma.16g095800,Glyma.16g095800,Glyma2.0
Glyma.16g095900,Glyma16g16290,Glyma 1.1
Glyma.16g095900,Glyma.16g095900,Glyma2.0
Glyma.16g096100,Glyma16g19953,Glyma 1.1
Glyma.16g096100,Glyma.16g096100,Glyma2.0
Glyma.16g096200,Glyma16g19800,Glyma 1.1
Glyma.16g096200,Glyma.16g096200,Glyma2.0
Glyma.16g096300,Glyma16g19790,Glyma 1.1
Glyma.16g096300,Glyma.16g096300,Glyma2.0
Glyma.16g096500,Glyma16g19580,Glyma 1.1
Glyma.16g096500,Glyma.16g096500,Glyma2.0
Glyma.16g096600,Glyma16g19560,Glyma 1.1
Glyma.16g096600,Glyma.16g096600,Glyma2.0
Glyma.16g096700,Glyma16g19540,Glyma 1.1
Glyma.16g096700,Glyma.16g096700,Glyma2.0
Glyma.16g096800,Glyma16g19531,Glyma 1.1
Glyma.16g096800,Glyma.16g096800,Glyma2.0
Glyma.16g096900,Glyma16g19520,Glyma 1.1
Glyma.16g096900,Glyma.16g096900,Glyma2.0
Glyma.16g097200,Glyma16g19480,Glyma 1.1
Glyma.16g097200,Glyma.16g097200,Glyma2.0
Glyma.16g097300,Glyma16g19472,Glyma 1.1
Glyma.16g097300,Glyma.16g097300,Glyma2.0
Glyma.16g097600,Glyma16g19450,Glyma 1.1
Glyma.16g097600,Glyma.16g097600,Glyma2.0
Glyma.16g097800,Glyma16g19421,Glyma 1.1
Glyma.16g097800,Glyma.16g097800,Glyma2.0
Glyma.16g098100,Glyma16g19364,Glyma 1.1
Glyma.16g098100,Glyma.16g098100,Glyma2.0
Glyma.16g098200,Glyma16g19352,Glyma 1.1
Glyma.16g098200,Glyma.16g098200,Glyma2.0
Glyma.16g098600,Glyma16g19311,Glyma 1.1
Glyma.16g098600,Glyma.16g098600,Glyma2.0
Glyma.16g098700,Glyma16g19300,Glyma 1.1
Glyma.16g098700,Glyma.16g098700,Glyma2.0
Glyma.16g098900,Glyma16g19270,Glyma 1.1
Glyma.16g098900,Glyma.16g098900,Glyma2.0
Glyma.16g099000,Glyma16g19261,Glyma 1.1
Glyma.16g099000,Glyma.16g099000,Glyma2.0
Glyma.16g099100,Glyma16g19251,Glyma 1.1
Glyma.16g099100,Glyma.16g099100,Glyma2.0
Glyma.16g099200,Glyma16g19240,Glyma 1.1
Glyma.16g099200,Glyma.16g099200,Glyma2.0
Glyma.16g099300,Glyma16g19230,Glyma 1.1
Glyma.16g099300,Glyma.16g099300,Glyma2.0
Glyma.16g099500,Glyma16g19200,Glyma 1.1
Glyma.16g099500,Glyma.16g099500,Glyma2.0
Glyma.16g099700,Glyma16g19180,Glyma 1.1
Glyma.16g099700,Glyma.16g099700,Glyma2.0
Glyma.16g099800,Glyma16g18930,Glyma 1.1
Glyma.16g099800,Glyma.16g099800,Glyma2.0
Glyma.16g100100,Glyma16g18700,Glyma 1.1
Glyma.16g100100,Glyma.16g100100,Glyma2.0
Glyma.16g100200,Glyma16g18500,Glyma 1.1
Glyma.16g100200,Glyma.16g100200,Glyma2.0
Glyma.16g100400,Glyma16g18480,Glyma 1.1
Glyma.16g100400,Glyma.16g100400,Glyma2.0
Glyma.16g100500,Glyma16g18450,Glyma 1.1
Glyma.16g100500,Glyma.16g100500,Glyma2.0
Glyma.16g100600,Glyma16g18440,Glyma 1.1
Glyma.16g100600,Glyma.16g100600,Glyma2.0
Glyma.16g100800,Glyma16g18421,Glyma 1.1
Glyma.16g100800,Glyma.16g100800,Glyma2.0
Glyma.16g101000,Glyma16g18401,Glyma 1.1
Glyma.16g101000,Glyma.16g101000,Glyma2.0
Glyma.16g101100,Glyma16g18380,Glyma 1.1
Glyma.16g101100,Glyma.16g101100,Glyma2.0
Glyma.16g101200,Glyma16g18370,Glyma 1.1
Glyma.16g101200,Glyma.16g101200,Glyma2.0
Glyma.16g101500,Glyma16g18183,Glyma 1.1
Glyma.16g101500,Glyma.16g101500,Glyma2.0
Glyma.16g101800,Glyma16g18090,Glyma 1.1
Glyma.16g101800,Glyma.16g101800,Glyma2.0
Glyma.16g101900,Glyma16g18075,Glyma 1.1
Glyma.16g101900,Glyma.16g101900,Glyma2.0
Glyma.16g102000,Glyma16g18060,Glyma 1.1
Glyma.16g102000,Glyma.16g102000,Glyma2.0
Glyma.16g102200,Glyma16g18045,Glyma 1.1
Glyma.16g102200,Glyma.16g102200,Glyma2.0
Glyma.16g102300,Glyma16g18030,Glyma 1.1
Glyma.16g102300,Glyma.16g102300,Glyma2.0
Glyma.16g102400,Glyma16g17830,Glyma 1.1
Glyma.16g102400,Glyma.16g102400,Glyma2.0
Glyma.16g103000,Glyma16g17781,Glyma 1.1
Glyma.16g103000,Glyma.16g103000,Glyma2.0
Glyma.16g103100,Glyma16g17760,Glyma 1.1
Glyma.16g103100,Glyma.16g103100,Glyma2.0
Glyma.16g103500,Glyma16g17720,Glyma 1.1
Glyma.16g103500,Glyma.16g103500,Glyma2.0
Glyma.16g103700,Glyma16g17701,Glyma 1.1
Glyma.16g103700,Glyma.16g103700,Glyma2.0
Glyma.16g103800,Glyma16g17691,Glyma 1.1
Glyma.16g103800,Glyma.16g103800,Glyma2.0
Glyma.16g103900,Glyma16g17680,Glyma 1.1
Glyma.16g103900,Glyma.16g103900,Glyma2.0
Glyma.16g104000,Glyma16g17670,Glyma 1.1
Glyma.16g104000,Glyma.16g104000,Glyma2.0
Glyma.16g104200,Glyma16g17651,Glyma 1.1
Glyma.16g104200,Glyma.16g104200,Glyma2.0
Glyma.16g104300,Glyma16g17640,Glyma 1.1
Glyma.16g104300,Glyma.16g104300,Glyma2.0
Glyma.16g104500,Glyma16g17590,Glyma 1.1
Glyma.16g104500,Glyma.16g104500,Glyma2.0
Glyma.16g104600,Glyma16g17580,Glyma 1.1
Glyma.16g104600,Glyma.16g104600,Glyma2.0
Glyma.16g104800,Glyma16g17567,Glyma 1.1
Glyma.16g104800,Glyma.16g104800,Glyma2.0
Glyma.16g105100,Glyma16g17530,Glyma 1.1
Glyma.16g105100,Glyma.16g105100,Glyma2.0
Glyma.16g105200,Glyma16g17520,Glyma 1.1
Glyma.16g105200,Glyma.16g105200,Glyma2.0
Glyma.16g105300,Glyma16g17500,Glyma 1.1
Glyma.16g105300,Glyma.16g105300,Glyma2.0
Glyma.16g105400,Glyma16g17470,Glyma 1.1
Glyma.16g105400,Glyma.16g105400,Glyma2.0
Glyma.16g105500,Glyma16g17460,Glyma 1.1
Glyma.16g105500,Glyma.16g105500,Glyma2.0
Glyma.16g106200,Glyma16g17380,Glyma 1.1
Glyma.16g106200,Glyma.16g106200,Glyma2.0
Glyma.16g106300,Glyma16g17370,Glyma 1.1
Glyma.16g106300,Glyma.16g106300,Glyma2.0
Glyma.16g106400,Glyma16g17350,Glyma 1.1
Glyma.16g106400,Glyma.16g106400,Glyma2.0
Glyma.16g106500,Glyma16g17320,Glyma 1.1
Glyma.16g106500,Glyma.16g106500,Glyma2.0
Glyma.16g106700,Glyma16g17296,Glyma 1.1
Glyma.16g106700,Glyma.16g106700,Glyma2.0
Glyma.16g106800,Glyma16g17273,Glyma 1.1
Glyma.16g106800,Glyma.16g106800,Glyma2.0
Glyma.16g106900,Glyma16g17250,Glyma 1.1
Glyma.16g106900,Glyma.16g106900,Glyma2.0
Glyma.16g107000,Glyma16g17240,Glyma 1.1
Glyma.16g107000,Glyma.16g107000,Glyma2.0
Glyma.16g107200,Glyma16g17210,Glyma 1.1
Glyma.16g107200,Glyma.16g107200,Glyma2.0
Glyma.16g107300,Glyma16g17190,Glyma 1.1
Glyma.16g107300,Glyma.16g107300,Glyma2.0
Glyma.16g107400,Glyma16g17170,Glyma 1.1
Glyma.16g107400,Glyma.16g107400,Glyma2.0
Glyma.16g107500,Glyma16g17150,Glyma 1.1
Glyma.16g107500,Glyma.16g107500,Glyma2.0
Glyma.16g107600,Glyma16g17120,Glyma 1.1
Glyma.16g107600,Glyma.16g107600,Glyma2.0
Glyma.16g107700,Glyma16g17112,Glyma 1.1
Glyma.16g107700,Glyma.16g107700,Glyma2.0
Glyma.16g107900,Glyma16g17090,Glyma 1.1
Glyma.16g107900,Glyma.16g107900,Glyma2.0
Glyma.16g108200,Glyma16g17040,Glyma 1.1
Glyma.16g108200,Glyma.16g108200,Glyma2.0
Glyma.16g108300,Glyma16g17010,Glyma 1.1
Glyma.16g108300,Glyma.16g108300,Glyma2.0
Glyma.16g108400,Glyma16g16890,Glyma 1.1
Glyma.16g108400,Glyma.16g108400,Glyma2.0
Glyma.16g108500,Glyma16g16771,Glyma 1.1
Glyma.16g108500,Glyma.16g108500,Glyma2.0
Glyma.16g108900,Glyma16g16415,Glyma 1.1
Glyma.16g108900,Glyma.16g108900,Glyma2.0
Glyma.16g109000,Glyma16g16300,Glyma 1.1
Glyma.16g109000,Glyma.16g109000,Glyma2.0
Glyma.16g109100,Glyma16g20230,Glyma 1.1
Glyma.16g109100,Glyma.16g109100,Glyma2.0
Glyma.16g109200,Glyma16g20260,Glyma 1.1
Glyma.16g109200,Glyma.16g109200,Glyma2.0
Glyma.16g109300,Glyma16g20490,Glyma 1.1
Glyma.16g109300,Glyma.16g109300,Glyma2.0
Glyma.16g109600,Glyma16g20672,Glyma 1.1
Glyma.16g109600,Glyma.16g109600,Glyma2.0
Glyma.16g109700,Glyma16g20730,Glyma 1.1
Glyma.16g109700,Glyma.16g109700,Glyma2.0
Glyma.16g109900,Glyma16g20780,Glyma 1.1
Glyma.16g109900,Glyma.16g109900,Glyma2.0
Glyma.16g110100,Glyma16g21050,Glyma 1.1
Glyma.16g110100,Glyma.16g110100,Glyma2.0
Glyma.16g110300,Glyma16g21200,Glyma 1.1
Glyma.16g110300,Glyma.16g110300,Glyma2.0
Glyma.16g110400,Glyma16g21210,Glyma 1.1
Glyma.16g110400,Glyma.16g110400,Glyma2.0
Glyma.16g110700,Glyma16g21271,Glyma 1.1
Glyma.16g110700,Glyma.16g110700,Glyma2.0
Glyma.16g110900,Glyma16g21310,Glyma 1.1
Glyma.16g110900,Glyma.16g110900,Glyma2.0
Glyma.16g111100,Glyma16g21333,Glyma 1.1
Glyma.16g111100,Glyma.16g111100,Glyma2.0
Glyma.16g111200,Glyma16g21340,Glyma 1.1
Glyma.16g111200,Glyma.16g111200,Glyma2.0
Glyma.16g111300,Glyma16g21370,Glyma 1.1
Glyma.16g111300,Glyma.16g111300,Glyma2.0
Glyma.16g111400,Glyma16g21401,Glyma 1.1
Glyma.16g111400,Glyma.16g111400,Glyma2.0
Glyma.16g111500,Glyma16g21430,Glyma 1.1
Glyma.16g111500,Glyma.16g111500,Glyma2.0
Glyma.16g111700,Glyma16g21470,Glyma 1.1
Glyma.16g111700,Glyma.16g111700,Glyma2.0
Glyma.16g111800,Glyma16g21480,Glyma 1.1
Glyma.16g111800,Glyma.16g111800,Glyma2.0
Glyma.16g111900,Glyma16g21510,Glyma 1.1
Glyma.16g111900,Glyma.16g111900,Glyma2.0
Glyma.16g112200,Glyma16g21550,Glyma 1.1
Glyma.16g112200,Glyma.16g112200,Glyma2.0
Glyma.16g112300,Glyma16g21560,Glyma 1.1
Glyma.16g112300,Glyma.16g112300,Glyma2.0
Glyma.16g112400,Glyma16g21565,Glyma 1.1
Glyma.16g112400,Glyma.16g112400,Glyma2.0
Glyma.16g112500,Glyma16g21570,Glyma 1.1
Glyma.16g112500,Glyma.16g112500,Glyma2.0
Glyma.16g112600,Glyma16g21580,Glyma 1.1
Glyma.16g112600,Glyma.16g112600,Glyma2.0
Glyma.16g112800,Glyma16g21590,Glyma 1.1
Glyma.16g112800,Glyma.16g112800,Glyma2.0
Glyma.16g112900,Glyma16g21605,Glyma 1.1
Glyma.16g112900,Glyma.16g112900,Glyma2.0
Glyma.16g113000,Glyma16g21620,Glyma 1.1
Glyma.16g113000,Glyma.16g113000,Glyma2.0
Glyma.16g113100,Glyma16g21630,Glyma 1.1
Glyma.16g113100,Glyma.16g113100,Glyma2.0
Glyma.16g113200,Glyma16g21640,Glyma 1.1
Glyma.16g113200,Glyma.16g113200,Glyma2.0
Glyma.16g114000,Glyma16g21740,Glyma 1.1
Glyma.16g114000,Glyma.16g114000,Glyma2.0
